timestamp,id,advanced_pointing,trial,distance,target_size,time_in_ms,click_offset_x,click_offset_y
2021-05-11T15:25:18,1,1,0,710.8621526006291,50,2562,-23,-24
2021-05-11T15:25:20,1,1,1,542.1964588597015,20,1571,-5,-7
2021-05-11T15:25:22,1,1,2,937.0005336177776,30,1817,-8,-10
2021-05-11T15:25:23,1,1,3,691.4448640347255,40,1424,-24,-6
2021-05-11T15:25:24,1,1,4,53.48831648126533,60,441,-40,-25
