timestamp,id,advanced_pointing,trial,distance,target_size,time_in_ms,click_offset_x,click_offset_y
2021-05-11T15:32:37,3,0,0,268.40454541605664,60,3550,-44,-15
2021-05-11T15:32:38,3,0,1,978.9713989693468,30,1318,-17,-12
2021-05-11T15:32:40,3,0,2,425.38688273147307,40,1153,-19,-17
2021-05-11T15:32:41,3,0,3,446.0851936569964,20,1439,-15,-10
2021-05-11T15:32:43,3,0,4,267.9888057363591,50,1270,-30,-25
