timestamp,id,advanced_pointing,trial,distance,target_size,time_in_ms,click_offset_x,click_offset_y
2021-05-11T15:27:41,2,1,0,612.413259164104,40,2312,-17,-28
2021-05-11T15:27:43,2,1,1,809.8357858232741,60,2267,-48,-29
2021-05-11T15:27:44,2,1,2,698.7796505337001,50,695,-36,-16
2021-05-11T15:27:46,2,1,3,743.9704295198835,20,2132,-6,-11
2021-05-11T15:27:50,2,1,4,694.7582313294316,30,3346,-16,-22
