timestamp,id,advanced_pointing,trial,distance,target_size,time_in_ms,click_offset_x,click_offset_y
2021-05-11T15:39:16,4,0,0,261.20490041344937,60,729,-32,-26
2021-05-11T15:39:17,4,0,1,538.9118666349814,30,839,-15,-14
2021-05-11T15:39:18,4,0,2,139.2300254973761,40,912,-23,-16
2021-05-11T15:39:19,4,0,3,305.08031729365956,20,974,-13,-12
2021-05-11T15:39:20,4,0,4,569.2451141643642,50,768,-34,-20
