timestamp,id,advanced_pointing,trial,distance,target_size,time_in_ms,click_offset_x,click_offset_y
2021-05-11T15:28:10,2,0,0,974.2381639003884,20,1826,-12,-7
2021-05-11T15:28:11,2,0,1,108.4665847162157,60,663,-15,-19
2021-05-11T15:28:13,2,0,2,1227.9169353014072,30,1539,-16,-19
2021-05-11T15:28:14,2,0,3,670.4841534294453,50,1150,-30,-39
2021-05-11T15:28:15,2,0,4,211.96697856034086,40,628,-17,-21
