timestamp,id,advanced_pointing,trial,distance,target_size,time_in_ms,click_offset_x,click_offset_y
2021-05-11T15:32:18,3,1,0,362.27751793342077,50,663,1,-27
2021-05-11T15:32:20,3,1,1,1158.5201767772542,30,1742,-6,-22
2021-05-11T15:32:21,3,1,2,882.0209748072888,60,940,-21,-34
2021-05-11T15:32:22,3,1,3,252.79240494919938,40,596,-12,-16
2021-05-11T15:32:24,3,1,4,909.7560112469716,20,2128,-11,-10
