timestamp,id,advanced_pointing,trial,distance,target_size,time_in_ms,click_offset_x,click_offset_y
2021-05-11T15:39:30,4,1,0,198.90952717253137,20,981,2,2
2021-05-11T15:39:32,4,1,1,281.44093518889537,30,1731,-14,-23
2021-05-11T15:39:33,4,1,2,788.5917828636055,50,773,-25,-13
2021-05-11T15:39:35,4,1,3,202.05444810743464,60,1396,-34,-31
2021-05-11T15:39:36,4,1,4,657.4191965557441,40,1235,-8,-20
