timestamp,id,advanced_pointing,trial,distance,target_size,time_in_ms,click_offset_x,click_offset_y
2021-05-11T15:24:51,1,0,0,442.6341604530766,20,1932,-7,-10
2021-05-11T15:24:54,1,0,1,1469.001361469757,50,2684,-25,-23
2021-05-11T15:24:56,1,0,2,150.56227947264878,40,1641,-30,-19
2021-05-11T15:24:57,1,0,3,1049.8552281148102,60,1670,-23,-44
2021-05-11T15:24:58,1,0,4,436.4057744805859,30,978,-16,-13
